,feature,importance
non_food_and_services_mom,non_food_and_services_mom,0.5475374184984726
food_and_beverage_mom,food_and_beverage_mom,0.4487231223386071
indian_cpi_mom,indian_cpi_mom,0.0014493976292902294
month_cos,month_cos,2.2676476601137536e-11
month_sin,month_sin,-3.5951084698722214e-10
wholesale_price_index_mom,wholesale_price_index_mom,-0.00039018972879440995
